Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Suárez, J. P.",57196326678,46,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
Engineering
Multidisciplinary
Computer Science
Earth and Planetary Sciences
Chemistry
",0000-0002-9453-5545
"Cabrera, Bryan Ramirez",57222705413,1,"Engineering
Computer Science
Social Sciences
",
"Vinueza, Tania Lorena Ávila",57214751439,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Espinosa-Delgado, Luisa",57226634855,1,"Agricultural and Biological Sciences
",
"Montaño, Manuel",57224315055,1,"Mathematics
Computer Science
",
"Macanchí, Marco Alexander Chininín",56964378900,1,"Arts and Humanities
",
"Andrea Patricia, Loaiza Peña",57657039300,1,"Computer Science
",
"Tapia-Armijos, María Fernanda",56966750300,5,"Environmental Science
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Business, Management and Accounting
Earth and Planetary Sciences
Social Sciences
",
"Posse, Valentina",57195609721,3,"Agricultural and Biological Sciences
Multidisciplinary
",
"Juan-Pablo, Suárez",57214994035,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Febres, Juan Diego",57201442620,8,"Environmental Science
Engineering
Social Sciences
Medicine
Energy
Chemistry
Economics, Econometrics and Finance
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Computer Science
",
"Ordóñez, Debby",57817054200,1,"Computer Science
",
"Ruilova, Xavier Rojas",56989953200,1,"Agricultural and Biological Sciences
Environmental Science
",
"Borja, Willian",57789770700,1,"Computer Science
",
"Arévalo, Ana Paulina",57194325767,6,"Environmental Science
Medicine
Energy
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Rojas, Jacqueline R.",57034859400,2,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",
"Tatiana, Gordillo Íñiguez",57817597200,1,"Computer Science
",
"Peña, Jhoan",57355684200,1,"Agricultural and Biological Sciences
",
"Mena, Andrea",57224305499,1,"Mathematics
Computer Science
",
"Paladines, María B.",57217485860,1,"Neuroscience
Psychology
",
"Ojeda-Riascos, Santiago",55576285400,7,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Medicine
",0000-0002-9382-1953
"Toledo-Macas, Ronald-Kleiner",57188548824,6,"Computer Science
Engineering
",0000-0002-1470-6587
"Campoverde, Alex René Jaramillo",57210568838,2,"Computer Science
",
"Salas-Tenesaca, Eulalia Elizabeth",57190666778,5,"Computer Science
Engineering
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Mathematics
Decision Sciences
",
"Túñez, Miguel",57194443310,2,"Computer Science
Social Sciences
",
"Ramon, Anthony Ortiz",57705037900,1,"Computer Science
Mathematics
",
"Vidal, Gabriela",36794397200,1,"Chemistry
",
"Briceño-Sarmiento, Tamara",57218384142,2,"Computer Science
",
"Del Cisne Fierro Jaramillo, Natacha",57204396705,1,"Computer Science
",
"Espinosa, F. Gordillo",25929131500,1,,
"Carpio-Jiménez, Lilia",57191336452,28,"Computer Science
Social Sciences
Engineering
Arts and Humanities
Decision Sciences
",0000-0002-3337-1647
"Bonilla Sierra, Patricia",57195394713,10,"Medicine
Environmental Science
Nursing
Psychology
",
"Villamarín-Ortiz, Adrián",57215424061,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Lorena, Riofrio",57214988831,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
",
"Maldonado, Yessenia E.",58122150300,1,"Agricultural and Biological Sciences
Environmental Science
",
"Solano, Margoth Iriarte",57205639541,3,"Social Sciences
Arts and Humanities
Environmental Science
Agricultural and Biological Sciences
Computer Science
",
"Tandazo-Arias, Tangya",57211483204,1,"Business, Management and Accounting
Decision Sciences
",
"Rodrigo Zúñiga-Suárez, Alonso",57215424277,1,"Engineering
Materials Science
",
"Sánchez, Andrés",57219599927,3,"Engineering
Computer Science
Physics and Astronomy
Materials Science
Mathematics
",
"Ortiz, Anthony",57216297730,4,"Computer Science
Engineering
Decision Sciences
",
"Guamán-Camacho, Yanina",57297655700,1,"Social Sciences
Business, Management and Accounting
Environmental Science
",
"Salazar Romero, Ángela Del Cisne",57202210305,1,"Social Sciences
",
"Duque-Rengel, Vanessa K.",57195419621,13,"Computer Science
Social Sciences
Arts and Humanities
",0000-0003-0102-2829
"Sinche, Andrea",57210261394,1,"Computer Science
",
"Montaño, Karen",56503892100,1,"Agricultural and Biological Sciences
Veterinary
",
"Maldonado, Daniel",57213745812,1,"Economics, Econometrics and Finance
Social Sciences
",
"Feijoo, Luis",56340162800,1,"Computer Science
",
"Gómez Flores, Bryan Israel",57657355400,1,"Computer Science
",
"Andrade, Livia I.",57210151625,2,"Medicine
Environmental Science
Psychology
",
"Torracchi, J.",25929616000,1,,
"Valarezo-González, Karina P.",55659747400,12,"Computer Science
Social Sciences
Business, Management and Accounting
Arts and Humanities
Engineering
Decision Sciences
Economics, Econometrics and Finance
Mathematics
",0000-0001-6327-8825
"Aguilar, Gabriela",57218645420,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Salinas Rivera, Melissa",57447357900,1,"Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
",
"Leon-Montano, Alex",57263174900,1,"Computer Science
Decision Sciences
",
"Vidal, Valeria",57201441359,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",
"Mora, Karla",57196185956,1,"Social Sciences
Energy
Environmental Science
Engineering
Mathematics
Computer Science
",
"Torres, Vinicio Roblez",57222705676,1,"Engineering
Computer Science
Social Sciences
",
"Guaya, Richar",57222705678,1,"Engineering
Computer Science
Social Sciences
",
"Jhomayra Thamara, Mejía Ortega",57818011700,1,"Computer Science
",
"Mora-Quezada, S. A.",57203804782,1,"Chemical Engineering
",
"Armijos, Andres",57202942575,1,"Computer Science
",
"Ortiz-Chalan, Valeria",57211033661,1,"Agricultural and Biological Sciences
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Maldonado, Frank",16022257200,19,"Physics and Astronomy
Materials Science
Chemistry
Mathematics
Computer Science
Energy
Engineering
",0000-0003-0217-0073
"Pardo – Cueva, Mariuxi Claribel",57195407417,17,"Computer Science
Business, Management and Accounting
Decision Sciences
Economics, Econometrics and Finance
Environmental Science
",
"Cuenca, Nilvar",57202944993,1,"Computer Science
",
"Chuquimarca, Leiddy",57210194751,1,"Environmental Science
Agricultural and Biological Sciences
",
"Suárez, Rosario",57947669700,2,"Agricultural and Biological Sciences
Nursing
Medicine
",
"Cuenca, María Fernanda",58045809300,1,"Chemical Engineering
Materials Science
",
"Uyaguari, Karol",57195318817,1,"Computer Science
",
"Burneo, J. I.",55616921200,8,"Environmental Science
Agricultural and Biological Sciences
Chemistry
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",0000-0002-3797-3012
"Quinonez Beltran, Ana Lucia",56239424100,8,"Social Sciences
Arts and Humanities
Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",0000-0002-5722-1096
"Torres-Tandazo, Rommel",57215925282,1,"Mathematics
Computer Science
",
"Toro, Vanessa",57195314692,2,"Computer Science
Social Sciences
",0000-0002-5928-4285
"Osorio, Hugo Jumbo",57955384300,1,"Arts and Humanities
",
"López, Carmen Milena",57199822130,43,"Chemical Engineering
Chemistry
Materials Science
Earth and Planetary Sciences
Engineering
Environmental Science
Physics and Astronomy
Business, Management and Accounting
Medicine
",
"Diego, Ochoa Jiménez",57817063100,1,"Computer Science
",
"Solano, Nidia",57218648952,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Lanchi, John",57207030013,1,"Physics and Astronomy
Energy
Engineering
Mathematics
Computer Science
",
"Brito, Eduardo",57190139218,1,"Engineering
Physics and Astronomy
",
"Pérez-Cuenca, Álvaro",57219891605,1,"Environmental Science
Earth and Planetary Sciences
",
"Ureña-Torres, Juan Pablo",57195314429,5,"Computer Science
Engineering
",
"Febres, Claudia",57202941231,1,"Computer Science
",
"Platt, May",57220588996,1,"Agricultural and Biological Sciences
Environmental Science
",
"Román, Carlos",57214471234,1,"Computer Science
",
"Alejandro-Espinosa, Mónica",55574707000,1,"Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Medicine
",
"Lozano, Ariel",57218388313,1,"Computer Science
",
"Salvatierra-Bustos, Boris",57817733700,1,"Computer Science
",
"Ruiz-Ramón, Jeimmy",57194337773,1,"Biochemistry, Genetics and Molecular Biology
",
"Pacheco, Jennypher",57202799325,1,"Energy
Social Sciences
Environmental Science
",
"Sánchez, Alexander",57202335581,1,"Computer Science
",
"Zumba, Jose Ignacio",57195312008,1,"Computer Science
",
"Castillo, Aníbal",57218189795,1,"Agricultural and Biological Sciences
",
"Aldaz-Roldan, Pablo",57219144693,1,"Medicine
",
"Vivanco-Galván, Oscar",58104350000,2,"Immunology and Microbiology
Medicine
Nursing
",
"Soto Toledo, Katherine Haydee",57195337546,4,"Social Sciences
Engineering
",0000-0003-0763-3065
"Quiñones-Cuenca, Santiago",57817867200,2,"Computer Science
Arts and Humanities
",
"Álvarez, Leticia Salomé Jiménez",57204395827,6,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Engineering
Biochemistry, Genetics and Molecular Biology
Social Sciences
Computer Science
",
"Vargas, Jonathan Montero",57218387462,1,"Computer Science
",
"Carlos, Ubidia",57355351500,1,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
Engineering
Mathematics
Chemistry
",
"MalagÃ²n, Omar",6504407012,36,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Environmental Science
Earth and Planetary Sciences
Immunology and Microbiology
Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
",0000-0001-7946-7858
"Bravo, Cinthia",57963370000,1,"Agricultural and Biological Sciences
Environmental Science
",
"Celi-Mancheno, Jordy Alexander",57615353300,1,"Computer Science
",
"Espinosa, S.",57517189900,1,"Physics and Astronomy
Materials Science
Mathematics
Engineering
Computer Science
",
"Andrade-Abarca, Paola S.",57200107628,2,"Social Sciences
",0000-0003-1129-8597
"Ludeña, Patricia",57224307476,1,"Mathematics
Computer Science
",
"Gualotuna-Campoverde, Dagmar",57763618900,1,"Social Sciences
Arts and Humanities
Medicine
",
"Salazar-Vallejo, Geovanna",57817597000,1,"Computer Science
",
"Rodriguez-Castillo, Jhon",57202943408,1,"Computer Science
",
"Narvaez, Daniel Valdivieso",56336814400,1,"Computer Science
",
"Reinaldo, Armas",57195314434,2,"Computer Science
Social Sciences
Energy
Environmental Science
Engineering
Mathematics
",
"Chamba, Irene",57193003974,2,"Environmental Science
Agricultural and Biological Sciences
Chemistry
",
"Sierra, Patricia Bonilla",57359593600,1,"Medicine
Health Professions
Nursing
",
"Armas-Herrera, Reinaldo",56320272800,24,"Computer Science
Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Engineering
Environmental Science
Mathematics
Decision Sciences
Energy
Arts and Humanities
",0000-0002-3477-5838
"Jaya Jaramillo, Doris Esperanza",57817732600,1,"Computer Science
",
"Armijos, Chabaco",16066748300,33,"Pharmacology, Toxicology and Pharmaceutics
Chemistry
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Medicine
Chemical Engineering
Immunology and Microbiology
Engineering
Energy
Social Sciences
Physics and Astronomy
Materials Science
",0000-0002-3252-9932
"Tabi, William",57195313580,1,"Computer Science
",
"Macas, J.",57325733800,1,"Physics and Astronomy
Materials Science
Engineering
Mathematics
Computer Science
",
"Cabrera, Omar",37661082000,19,"Environmental Science
Agricultural and Biological Sciences
Multidisciplinary
Earth and Planetary Sciences
Social Sciences
",
"Villarreal, Daniel",57566854600,1,"Multidisciplinary
",
"Palacio, Carlos",57220074465,1,"Chemistry
",
"Luis Fabian Moncada, Luis",57204390320,2,"Computer Science
Energy
Environmental Science
Social Sciences
",
"Sarango, Martha",57946035300,1,"Agricultural and Biological Sciences
Environmental Science
",
"Viñán, Christian Stalin",57194187487,3,"Business, Management and Accounting
Social Sciences
Mathematics
Economics, Econometrics and Finance
",
"Martin-Torres, Delly M.San",57223206691,1,"Engineering
",
"Loaiza-Lange, Amaru",56328012900,3,"Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
",
"Loayza, Jorge Largo",57955384400,1,"Arts and Humanities
",
"del Cisne Tituaña-Castillo, María",57221787902,1,"Business, Management and Accounting
",
"Liz, Valle Carrión",57817862800,2,"Computer Science
",
"Cumbicos-Ruilova, Jorlenny",57817332400,1,"Computer Science
",
"Valle, Andrea",57200258854,1,"Chemistry
",
"Aguilar, María Fernanda Yaguache",57976851200,3,"Arts and Humanities
Computer Science
",
"Feijóo, Amarilis Liseth Villa",57218597060,1,"Medicine
",
"Luzuriaga, Luis Román",57201332967,1,"Agricultural and Biological Sciences
",
"Leiva, Lisbeth",57195402826,2,"Computer Science
Decision Sciences
",
"Sanz González, Sofia",57971814000,1,"Social Sciences
Engineering
",
"Romero, Xavier Astudillo",57273517800,1,"Medicine
",
"Llanz, Elvia Rosalía Inga",58019675100,1,"Arts and Humanities
",
"González-Sánchez, Diego",57295872100,1,"Environmental Science
Agricultural and Biological Sciences
",
"Guamán Ortiz, Luis Miguel",55129212000,12,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Medicine
Immunology and Microbiology
Agricultural and Biological Sciences
",
"Benitez, Jorge A.",57190663415,4,"Computer Science
Engineering
",
"Zambrano, Roberto Beltran",57218385866,1,"Computer Science
",
"Romero, Óscar",57221687054,4,"Agricultural and Biological Sciences
Environmental Science
Social Sciences
",
"Samaniego, Jorge",57518761300,1,"Computer Science
",
"Carrión, Samanta Patricia Cueva",57202383730,4,"Computer Science
Decision Sciences
Engineering
Social Sciences
",
"Iván Espinosa, Carlos",57209747865,1,"Environmental Science
Agricultural and Biological Sciences
",
"Quezada, Edgar",57195319898,1,"Computer Science
",
"Rojas-Fernández, Vanessa",57291823800,1,"Computer Science
Decision Sciences
",
"Vélez, Johanna",57753644700,1,"Environmental Science
Agricultural and Biological Sciences
",
"Camacho, Jhoana Raquel Córdova",57220527968,3,"Computer Science
Business, Management and Accounting
Decision Sciences
",0000-0002-5098-0145
"Toledo, J. J.",57193008154,1,"Environmental Science
Agricultural and Biological Sciences
",
"González, Ivonne",57193331471,4,"Agricultural and Biological Sciences
Environmental Science
",
"Martínez, Silvia Elena Malo",57188553475,5,"Engineering
Computer Science
Social Sciences
Decision Sciences
",
"Eras, Alexandra González",57211464678,3,"Computer Science
Materials Science
Chemical Engineering
Environmental Science
Social Sciences
Engineering
",
"Riofrío-Calderón, Gioconda",57192813903,4,"Computer Science
Energy
Environmental Science
Social Sciences
Engineering
",
"Simaluiza, Rosa Janneth",56609235300,9,"Medicine
Veterinary
Agricultural and Biological Sciences
",
"Torres-Pereira, Gerardo",57190674569,2,"Computer Science
",0000-0001-6358-3512
"Salazar, E. Kruskaya",56890749600,1,"Computer Science
Social Sciences
",
"Vaca, Gabriela",57696126600,1,"Computer Science
Engineering
",
"Carrera Durazno, Rubén",57217032383,1,"Agricultural and Biological Sciences
Economics, Econometrics and Finance
Social Sciences
",
"Tituana, Ronny Cabrera",57347068900,1,"Computer Science
Decision Sciences
Mathematics
",
"Bustamante, Bryan",57202948075,1,"Computer Science
",
"Espinosa, Janneth Chicaiza",57203221034,2,"Computer Science
Mathematics
Energy
",
"Naranjo-Quezada, Andrea",57764289400,1,"Social Sciences
Arts and Humanities
Medicine
",
"Valarezo-Cambizaca, Luis Mario",57210471332,1,"Computer Science
",
"Benítez, Ángel",37009670400,46,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Earth and Planetary Sciences
Medicine
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Decision Sciences
Energy
Social Sciences
Immunology and Microbiology
",0000-0003-4579-1291
"Carpio-Luzuriaga, Daniela I.",57273778400,2,"Computer Science
",
"Jenny, Ordoñez Ordoñez",57817736900,1,"Computer Science
",
"Bustamante, Katty P.",57197823964,1,"Business, Management and Accounting
Decision Sciences
",
"Suquilanda-Ramírez, Milenny",57327829800,1,"Computer Science
",
"Cuenca-Lozano, María F.",58115751100,1,"Engineering
Medicine
Chemical Engineering
Social Sciences
",
"Sarango, Jefferson",57210264334,1,"Computer Science
",
"Allen-Perkins Avendaño, A.",56288997400,1,"Energy
Chemistry
Chemical Engineering
",
"Estevan, Atiencia",57210264339,1,"Computer Science
",
"Valladares Léon, Jessica Alexandra",57209541625,1,"Business, Management and Accounting
Decision Sciences
",
"Max Alejandro Arias, M.",57204391638,1,"Computer Science
",
"Zúñiga-Suárez, Alonso R.",57194638608,5,"Engineering
Materials Science
Physics and Astronomy
Multidisciplinary
",
"González-Jaramillo, Nancy",58020756300,1,"Physics and Astronomy
Earth and Planetary Sciences
Materials Science
Chemical Engineering
Environmental Science
Engineering
",
"Bravo, Doménique",57487250000,1,"Social Sciences
Arts and Humanities
Medicine
",
"Ulehlova, Eva",57194041612,6,"Computer Science
Social Sciences
Arts and Humanities
Engineering
Medicine
",
"Díaz de la Cruz, Cristina",58139066100,4,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Environmental Science
",0000-0003-3829-1002
"Gaona, Sneyder",57927999700,1,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Cruz, J.",57224866747,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Medicine
Environmental Science
",
"Morocho, Miguel",56582522500,1,"Computer Science
",
"Carmona, Inmaculada",55616911600,6,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
",
"Calderón, Norma Thalia",57863804700,1,"Agricultural and Biological Sciences
Environmental Science
",
"Bustillos, José",57581711900,1,"Mathematics
Computer Science
",
"Duque, Víctor",57201589291,5,"Medicine
Environmental Science
Computer Science
Engineering
Health Professions
",
"Mayenquer, Irene Carrillo",57222705001,1,"Engineering
Computer Science
Social Sciences
",
"Pérez, Yanely",57202093455,1,"Chemistry
",
"Castro Mendieta, José Raúl",57976398800,1,"Computer Science
Mathematics
Engineering
Energy
",
"Estrella-Sarango, Lenin",57817735800,1,"Computer Science
",
"Chicaiza, Kevin",57486591200,1,"Social Sciences
Arts and Humanities
Medicine
",
"Dávila Moreno, M. A.",57419303200,1,"Engineering
Computer Science
Social Sciences
",
"Margoth, Iriarte Solano",57273286300,2,"Computer Science
",
"Briceño Buele, Jimmy Gustavo",57204708491,1,"Computer Science
Social Sciences
",
"Murquincho-Chuncho, Janina M.",57608873800,1,"Multidisciplinary
",
"Nodine, David",57201579002,1,"Engineering
Computer Science
",
"Loaiza-Jiménez, Lenin",57222589064,1,"Engineering
Physics and Astronomy
Materials Science
",
"Zumbazúñiga, Maria Fernanda",56495357400,1,"Business, Management and Accounting
Decision Sciences
",
"Maldonado-Rengel, Ruth",57221864414,7,"Medicine
Environmental Science
Health Professions
Nursing
",
"Herrera, Claudia",57200793592,2,"Biochemistry, Genetics and Molecular Biology
Chemistry
Chemical Engineering
",
"Capa, Daniel",56940767600,2,"Environmental Science
Agricultural and Biological Sciences
Engineering
",0000-0002-9843-0388
"Belén Arciniega, Karen",57224315449,1,"Mathematics
Computer Science
",
"Estrella-Silva, Santiago",57875081900,1,"Computer Science
Social Sciences
",
"Inga Ordóñez, Gabriela",57419479900,1,"Engineering
Computer Science
Social Sciences
",
"Noriega, Veronica",57195316365,1,"Computer Science
",0000-0002-7981-7667
"Morocho-Cuenca, José Ramiro",56503332500,1,"Social Sciences
Environmental Science
",
"Novillo, Corina",54788183500,2,"Energy
Chemistry
Physics and Astronomy
Chemical Engineering
",
"Quezada, Lourdes K.",57220053061,1,"Computer Science
",
"Andrade, María Daniela",57224312181,1,"Agricultural and Biological Sciences
Environmental Science
",
"Samaniego, Juan Manuel García",56487560000,1,"Mathematics
Computer Science
",
"Delgado, Guido F.",57326975900,1,"Computer Science
",
"Guamán, Daniel",57188566526,16,"Computer Science
Engineering
Mathematics
Materials Science
Decision Sciences
",0000-0002-2681-565X
"Bustamante, Andrea",57204904539,1,"Agricultural and Biological Sciences
Environmental Science
",
"Salinas-Bravo, Danner",57202942991,1,"Computer Science
",
"Rojas, Dolores",57190672120,5,"Computer Science
Social Sciences
Energy
Environmental Science
Engineering
Mathematics
",0000-0002-4202-9341
"Ponce-Espinosa, Glenda",57202943607,4,"Business, Management and Accounting
Computer Science
Decision Sciences
Social Sciences
",
"Guerrero, Alexander",57222542181,1,"Agricultural and Biological Sciences
",
"Celi-Sánchez, Katty",58024900300,1,"Business, Management and Accounting
Medicine
Economics, Econometrics and Finance
Social Sciences
",
"Imba, Diego",57204458441,1,"Engineering
Computer Science
",
"Flores-Guevara, Diana",57764120700,1,"Social Sciences
Arts and Humanities
Medicine
",
"Ordóñez, Jorge Maldonado",57386841500,1,"Social Sciences
",
"Francisco Martinez-Curipoma, Javier",58069078200,1,"Engineering
Physics and Astronomy
Energy
Computer Science
",
"Espinoza, Jorge",57214685566,1,"Computer Science
",
"Jaramillo, Hipatia Alvarado",57219435817,1,"Chemical Engineering
Materials Science
",
"Carrión, F.",25928989600,1,,
"Loaiza Aguirre, Maria I.",57194352631,5,"Social Sciences
Computer Science
",0000-0002-5217-1325
"Maurad, Gabriela Elizabeth Armijos",57226558706,1,"Computer Science
Engineering
",
"Alberca-Jaramillo, Nathalia",57215097627,1,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",
"Chulca-Torres, Brenda",57303976500,1,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",
"Cabrera, Andrea",57209606422,1,"Environmental Science
",
"Punín Larrea, M. I.",55787325700,14,"Social Sciences
Computer Science
Arts and Humanities
Engineering
Economics, Econometrics and Finance
Mathematics
Decision Sciences
",0000-0001-5052-824X
"Villamagua, Vicente",57486748200,1,"Social Sciences
Arts and Humanities
Medicine
",
"Montesdeoca-Mendoza, Fernando",57222587909,1,"Chemical Engineering
Materials Science
",
"Contreras-Briceño, José Ivo",57575247400,2,"Agricultural and Biological Sciences
Medicine
Nursing
",
"Torres, V. Alfredo",56890565600,1,"Computer Science
Social Sciences
",
"Duque, Edwin P.",57224626898,2,"Multidisciplinary
",
"Déleg, Jorge",57216821847,4,"Agricultural and Biological Sciences
Environmental Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Decision Sciences
",
"Delgado-Loyola, Israel",58077236000,1,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",
"Ochoa, Santiago",57214480217,4,"Environmental Science
Computer Science
Economics, Econometrics and Finance
Social Sciences
",
"Rodriguez, Karla",57202939565,1,"Computer Science
",
"Ojeda, Jefferson",57291823600,1,"Computer Science
Decision Sciences
",
"González, Sandra",57192912483,1,"Physics and Astronomy
Engineering
Materials Science
",
"Tinoco, Crhistian",57190673438,1,"Computer Science
",
"Paola Salomé, Andrade Abarca",57657039400,1,"Computer Science
",
"Costa Cevallos, Marcelo",58097118300,1,"Social Sciences
",
"Armijos, Lisbeth",57226872463,1,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Valdiviezo, Cesibel A.",57220058936,1,"Computer Science
",
"Gusmán, Angel A.",57203902703,1,"Agricultural and Biological Sciences
Environmental Science
",
"Bravo-Benavides, Diana",57580832600,2,"Computer Science
Energy
Environmental Science
Social Sciences
",
"Herrera, Paulo",36155389400,11,"Agricultural and Biological Sciences
Environmental Science
Immunology and Microbiology
Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",0000-0002-3802-4468
"Aguilar Ramírez, Silvio",58162521500,1,"Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
",
"Lema, Alex",57988162900,1,"Engineering
Computer Science
Social Sciences
",
"Leiva, Adrián",56804657900,1,"Medicine
Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Manchego, Carlos E.",57200047482,2,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",
"Vera, Ana Karina",57344062200,1,"Social Sciences
Arts and Humanities
",
"Paladines, Jhoana",57200385899,1,"Earth and Planetary Sciences
Environmental Science
Social Sciences
",
"Carrión, Fabián",57971725500,1,"Arts and Humanities
",
"Gómez, Pablo",57214275815,1,"Engineering
Computer Science
",
"Ramírez Orellana, María Isabel",56895587000,8,"Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Agricultural and Biological Sciences
Energy
Biochemistry, Genetics and Molecular Biology
Chemistry
Immunology and Microbiology
Medicine
Social Sciences
",0000-0001-5448-7035
"Elvia, Inga",57195317447,2,"Computer Science
Social Sciences
Energy
Environmental Science
Mathematics
Engineering
",
"Barba-Guaman, Luis",57188564165,45,"Computer Science
Engineering
Mathematics
Decision Sciences
Social Sciences
Physics and Astronomy
Energy
Medicine
",0000-0002-8569-3322
"Aviles, Omar Malagón",56692774200,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Saritama, Cristian",57202938008,1,"Computer Science
",
"Granda, Glenda",57185669500,1,"Agricultural and Biological Sciences
Immunology and Microbiology
",
"Aide, Santiago Acosta",57215002618,1,"Arts and Humanities
Social Sciences
",
"Díaz, Sandy Celi",58076286000,1,"Agricultural and Biological Sciences
Environmental Science
",
"Igor, Avila Sanchez",57273034600,3,"Computer Science
",
"Correa, Jessica",57195315264,1,"Computer Science
",
"Torres, Belén Vaca",57214796086,1,"Computer Science
",
"Moreno-León, Diego Israel",57202493578,1,"Computer Science
",
"Cueva, Karen Del Cisne Ontaneda",57549928200,1,"Medicine
",
"Torres-Bailón, Paula C.",57194329870,2,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
Pharmacology, Toxicology and Pharmaceutics
",
"Ojeda-Espinosa, Analía",57970976700,1,"Social Sciences
Engineering
",
"Dodd, Alexander",56494551700,6,"Business, Management and Accounting
Decision Sciences
Energy
Economics, Econometrics and Finance
Environmental Science
Engineering
",
"Manrique-G, Alexis",57288391800,1,"Psychology
",
"Jara-Roa, Dunia Inés",36185430800,18,"Computer Science
Social Sciences
Engineering
Arts and Humanities
Mathematics
Decision Sciences
",
"Ochoa-Cueva, Cesar",56239800900,14,"Social Sciences
Arts and Humanities
Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",0000-0002-9047-3180
"Espinosa, Glenda Edith Ponce",57988046800,1,"Engineering
Social Sciences
Computer Science
",
"Higuerey, Angel",11239132700,20,"Computer Science
Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Decision Sciences
Energy
Environmental Science
Engineering
",0000-0003-0031-8898
"Cevallos-Macas, Fanny Beatriz",57202947172,3,"Computer Science
Business, Management and Accounting
Decision Sciences
",
"Armijos-Barros, Jorge L.",57193859987,2,"Agricultural and Biological Sciences
",0000-0001-7448-8211
"Jiménez, Yuliana",57197786646,12,"Computer Science
Engineering
Physics and Astronomy
Mathematics
Materials Science
Medicine
Social Sciences
",
"Cristhian G, Sarango",57218657025,1,"Business, Management and Accounting
Decision Sciences
",
"Ontaneda Aguilar, Mercy P.",57483774400,1,"Psychology
",
"Bricen̄o, Ximena",57581711700,1,"Mathematics
Computer Science
",
"Galarza, Fanny Paladines",57214894787,2,"Computer Science
",
