Authors;Author full names;Author(s) ID;Title;Year;Fuente;Source title;Volume;Issue;Art. No.;Page start;Page end;Page count;DOI;Cited by;Link;Affiliations;Abstract;Indexed Keywords;Author Keywords;Funding Details;Funding Texts;Publisher;ISSN;ISBN;Language of Original Document;Abbreviated Source Title;Document Type;Open Access;Source
"Báez S.; Jaramillo L.; Cuesta F.; Donoso D.A.";"Báez, Selene (15135088100); Jaramillo, Liliana (57191824485); Cuesta, Francisco (13410514600); Donoso, David A. (14019356600)";"15135088100; 57191824485; 13410514600; 14019356600";Effects of climate change on Andean biodiversity: a synthesis of studies published until 2015;2016;Scopus;Neotropical Biodiversity;2;1;;181;194;13;10.1080/23766808.2016.1248710;37;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021343700&doi=10.1080%2f23766808.2016.1248710&partnerID=40&md5=50f7470d1549e2d36a713912d32e10e4;;;;"Andean countries; biological response; experimental; global climate change stressors; observation and modelling studies";Direktion für Entwicklung und Zusammenarbeit, DEZA;This work was supported by the Universidad Técnica Particular de Loja [PROY-CCNN-1034] and the Swiss Agency for Development and Cooperation (SDC).;Taylor and Francis Ltd.;23766808;;English;Neotropical Biodivers.;Review;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Sánchez Juárez A.; Granda C.W.; Castillo D.; Jaramillo J.E.; Melgar G.K.";"Sánchez Juárez, A. (55557947600); Granda, César W. (57200038844); Castillo, D. (26029726600); Jaramillo, Johanna E. (57200048811); Melgar, Guissella K. (57200044947)";"55557947600; 57200038844; 26029726600; 57200048811; 57200044947";Effects of color in the learning of science;2017;Scopus;Proceedings of SPIE - The International Society for Optical Engineering;10367;;103670C;;;;10.1117/12.2274686;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038952596&doi=10.1117%2f12.2274686&partnerID=40&md5=bc0d20e4d4d2ab94edb51b3363a58ec1;Dept. of Chemistry and Exact Sciences, Universidad Técnica Particular de Loja, Paris St. Loja, 110150, France;;"Color; Teaching; Academic performance; Educational environment; Laboratory materials; Learning; Logical abilities; Science; Science education; Science teaching; Education";"Learning; Logical abilities; Science; Teach with color";;;SPIE;0277786X;978-151061191-7;English;Proc SPIE Int Soc Opt Eng;Conference paper;;Scopus
Ortega-Vivanco M.;Ortega-Vivanco, Mayra (57202938373);57202938373;"Effects of Covid-19 on consumer behavior: Ecuador case; [Efectos del Covid-19 en el comportamiento del consumidor: Caso Ecuador]";2020;Scopus;Retos(Ecuador);10;20;;233;247;14;10.17163/ret.n20.2020.03;18;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107047097&doi=10.17163%2fret.n20.2020.03&partnerID=40&md5=68100418ab5cc08e556d0fd7def1a69e;Universidad Técnica Particular de Loja, Ecuador;;;"Consumer behavior; consumption in Covid-19; customs; emotional health; entertainment; personal relationships; sustainability";;;Universidad Politecnica Salesiana;13906291;;Spanish;Retos.;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Torres-Díaz J.C.; Rivera-Rogel D.; Beltrán-Flandoli A.M.; Andrade-Vargas L.";"Torres-Díaz, Juan Carlos (57218385944); Rivera-Rogel, Diana (56003677900); Beltrán-Flandoli, Ana María (57291825800); Andrade-Vargas, Lucy (57225173466)";"57218385944; 56003677900; 57291825800; 57225173466";"Effects of COVID-19 on the Perception of Virtual Education in University Students in Ecuador; Technical and Methodological Principles at the Universidad Técnica Particular de Loja";2022;Scopus;Sustainability (Switzerland);14;6;3204;;;;10.3390/su14063204;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126269883&doi=10.3390%2fsu14063204&partnerID=40&md5=00f3ad909eef06000c40fd22ad1cfe3a;"Faculty of Engineering and Architecture, Universidad Técnica Particular de Loja, Loja, 1101608, Ecuador; Faculty of Social Sciences, Education and Humanities, Universidad Técnica Particular de Loja, Loja, 1101608, Ecuador";;"Ecuador; Loja; COVID-19; higher education; perception; student; university sector";"COVID-19; Didactic techniques; Face-to-face education; Higher education; ICT; Methodology; Virtual education";;;MDPI;20711050;;English;Sustainability;Article;"All Open Access; Gold Open Access";Scopus
"Ortega-Vivanco M.; Fischer L.; Penalosa M.; Gomez E.L.";"Ortega-Vivanco, Mayra (57202938373); Fischer, Laura (57222542956); Penalosa, Monica (57222536841); Gomez, Emigdio Larios (57190984011)";"57202938373; 57222542956; 57222536841; 57190984011";"Effects of Covid-19 on the purchasing behavior of Generation Z, a study in Ecuador, Mexico and Colombia; [Efectos del Covid-19 en el comportamiento de compra de la Generación Z, un estudio en Ecuador, México y Colombia]";2021;Scopus;Iberian Conference on Information Systems and Technologies, CISTI;;;;;;;10.23919/CISTI52073.2021.9476477;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115764668&doi=10.23919%2fCISTI52073.2021.9476477&partnerID=40&md5=a9b016ad56f94539991f53e954d8b43f;;;"Consumer behavior; Diseases; Information systems; Information use; Viruses; Colombia; Consumption in crisis; Cultural factors; Ecuador; Generation Z; Generational consumptiom; Me-xico; Purchasing behaviors; Social factor; Structural modeling; SARS";"consumption in crisis; Generation Z; generational consumptiom; structural model";;;IEEE Computer Society;21660727;978-989546591-0;Spanish;Iberian Conf. Inf. Syst. Technol., CISTI;Conference paper;;Scopus
"Correa-Quezada R.; Tituaña-Castìllo M.D.C.; Del Río-Rama M.L.C.; García J.Á.";"Correa-Quezada, Ronny (57200188483); Tituaña-Castìllo, María Del Cisne (57200195059); Del Río-Rama, María De La Cruz (24779459200); García, José Álvarez (57199440991)";"57200188483; 57200195059; 24779459200; 57199440991";Effects of Increased Renewable Energy Consumptionon Electricity Prices: Evidence for Six South American Countries;2022;Scopus;Energies;15;2;620;;;;10.3390/en15020620;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126003751&doi=10.3390%2fen15020620&partnerID=40&md5=be7394272c19d502e5c2f0a31a4d39e9;;;"Energy utilization; Industrial emissions; Argentina; Colombia; Electrical energy; Electricity prices; Energy; Industrial sector; Panel dafa; Renewable energies; Renewable energy consumption; South America; Costs";"Electrical energy; Panel da<sup>f</sup>a; Renewable energy; South America";;;MDPI;19961073;;English;Energies;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Rivera R.; Stashans A.";"Rivera, Richard (25822866200); Stashans, Arvids (7004506419)";"25822866200; 7004506419";Effects of Nb impurity on orthorhombic PbZrO3 crystals;2008;Scopus;Physica Scripta;78;4;45601;;;;10.1088/0031-8949/78/04/045601;8;https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349163372&doi=10.1088%2f0031-8949%2f78%2f04%2f045601&partnerID=40&md5=3c296f3803346e3f893bbb6e1def5321;;;;;;;;14024896;;English;Phys Scr;Article;;Scopus
"González Y.; Augusta C.A.";"González, Yadira (55317167900); Augusta, Cueva A. (56386151400)";"55317167900; 56386151400";Effects of photoperiod, plant growth regulators and culture media on in vitro growth of seedlings of Cyrtochilum loxense (Lindl.) Kraenzl. An endemic and endangered orchid from Ecuador;2014;Scopus;Revista Peruana de Biologia;21;2;;189;192;3;10.15381/rpb.v21i2.9826;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908006575&doi=10.15381%2frpb.v21i2.9826&partnerID=40&md5=2f175af7abf32642c8748c60af0f05e2;Departamento de Ciencias Naturales, Universidad Técnica Particular de Loja, San Cayetano Alto, P.O. Box 608-1101, Loja, Ecuador;;;"Culture media; Endemic plant; Orchidaceae; Photoperiod; Plant hormones";;;Universidad Nacional Mayor de San Marcos, Fac. Of Biological Sci.;15610837;;English;Rev. Peru. Biol.;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus
"Cueva-Agila A.Y.; Medina J.; Concia L.; Cella R.";"Cueva-Agila, Augusta Yadira (15750057900); Medina, Jhelisa (57193948570); Concia, Lorenzo (37055458000); Cella, Rino (7004238420)";"15750057900; 57193948570; 37055458000; 7004238420";Effects of plant growth regulator, auxin polar transport inhibitors on somatic embryogenesis and CmSERK gene expression in Cattleya maxima (Lindl.);2015;Scopus;Somatic Embryogenesis in Ornamentals and Its Applications;;;;255;267;12;10.1007/978-81-322-2683-3_16;7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017577889&doi=10.1007%2f978-81-322-2683-3_16&partnerID=40&md5=3b23f9f84cdc667d48023504d55d5cee;"Departamento de Ciencias Naturales, Universidad Técnica Particular de Loja, San Cayetano alto s/n, Loja, Ecuador; Dipartimento di Biologia e Biotecnologie, Università degli Studi di Pavia, Via Ferrata 9, Pavia, 27100, Italy";;;"2,3,5-Triiodobenzoic acid (TIBA) and naftilpropionic acid (NPA); Darkness; Somatic embryogenesis; Somatic embryogenesis receptor-like kinase (SERK)";;;Springer India;;"978-813222683-3; 978-813222681-9";English;Somatic Embryogenesis in Ornamentals and Its Applications;Book chapter;;Scopus
"Higuerey A.; Armas R.; Pardo-Cueva M.";"Higuerey, Angel (11239132700); Armas, Reinaldo (56320272800); Pardo-Cueva, Mariuxi (57195407417)";"11239132700; 56320272800; 57195407417";"Efficiency and intellectual capital in communication companies in Ecuador; [Eficiencia y capital intelectual en las empresas de comunicación de Ecuador]";2020;Scopus;RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao;2020;E26;;178;191;13;;1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079459936&partnerID=40&md5=9bd09d4206a53772bd214cfa6c8d60f3;Departamento de Ciencias Empresariales, Universidad Técnica Particular de Loja, 11-01-608, Loja, Ecuador;;;"Communication sector; Efficiency; Intellectual capital";;;Associacao Iberica de Sistemas e Tecnologias de Informacao;16469895;;Spanish;Rev. Iberica Sist. Tecnol. Inf.;Article;;Scopus
"Higuerey A.; Armas R.; Peñarreta M.";"Higuerey, Angel (11239132700); Armas, Reinaldo (56320272800); Peñarreta, Miguel (57195330008)";"11239132700; 56320272800; 57195330008";Efficiency and Productivity of Communication Companies: Empirical Evidence from Ecuador Using Panel Data and DEA;2020;Scopus;Advances in Intelligent Systems and Computing;1159 AISC;;;589;597;8;10.1007/978-3-030-45688-7_59;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085524873&doi=10.1007%2f978-3-030-45688-7_59&partnerID=40&md5=f1670941e283d9d32fe42f7cc05aa30b;"Ciencias Empresariales, Universidad Técnica Particular de Loja, San Cayetano Alto, Loja, 110150, Ecuador; Instituto Experimental de Investigaciones Humanísticas, Económicas y Sociales (IEXIHES), Universidad de Los Andes, Carmona, Trujillo, 3150, Venezuela";;"Information systems; Information use; Productivity; Communication companies; Ecuador; Financial information; Panel data; Tobit regression; Working capitals; Efficiency";"DEA, communication companies; Ecuador; Efficiency; Productivity";;;Springer;21945357;978-303045687-0;English;Adv. Intell. Sys. Comput.;Conference paper;;Scopus
"Gunsha-Morales A.; Acaro X.; Chuquimarca L.; Villamagua L.; Sánchez D.";"Gunsha-Morales, Alfonso (57204497109); Acaro, Ximena (57204499703); Chuquimarca, Luis (57204506159); Villamagua, Luis (16680454400); Sánchez, David (57198123125)";"57204497109; 57204499703; 57204506159; 16680454400; 57198123125";Efficiency of back contact-back junction solar cells with variable contact in the emitter;2019;Scopus;Advances in Intelligent Systems and Computing;850;;;208;215;7;10.1007/978-3-030-02351-5_25;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055789601&doi=10.1007%2f978-3-030-02351-5_25&partnerID=40&md5=38f644b2cecc17e78880e2822c912718;;;"Open circuit voltage; Back contact; Back Junction (BJ); Fill factor; Renewable energies; Solar cells";"Back Contact (BC); Back Junction (BJ); Efficiency (?); Fill factor (FF); Open-circuit voltage (V<sub>OC</sub>); Short-circuit current (J<sub>SC</sub>)";;;Springer Verlag;21945357;978-303002350-8;English;Adv. Intell. Sys. Comput.;Conference paper;;Scopus
"Moreno-Hurtado G.; Moreno-Hurtado C.";"Moreno-Hurtado, Gabriela (57218384752); Moreno-Hurtado, Carlos (57202523972)";"57218384752; 57202523972";"E-government and environmental degradation; [Gobierno electrónico y degradación medioambiental]";2022;Scopus;Iberian Conference on Information Systems and Technologies, CISTI;2022-June;;;;;;10.23919/CISTI54924.2022.9820566;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134826604&doi=10.23919%2fCISTI54924.2022.9820566&partnerID=40&md5=916e865392d9f13054b4764aa0ad49ac;Departamento de Economía, Universidad Técnica Particular de Loja, Loja, Ecuador;;;"CO2 emissions; degradation; E-government; Environment; ICT";;;IEEE Computer Society;21660727;978-989333436-2;Spanish;Iberian Conf. Inf. Syst. Technol., CISTI;Conference paper;;Scopus
"Navarrete G.; Morán C.; Guamán M.; Arteaga M.; Torres J.";"Navarrete, Ginger (57211480722); Morán, Catalina (57211480938); Guamán, María (57492247200); Arteaga, Myriam (57211481070); Torres, José (57203683806)";"57211480722; 57211480938; 57492247200; 57211481070; 57203683806";"E-learning as a tool for continuing education: A proposal for professional training in Ecuador; [El e-learning como herramienta para la educación continua: Una propuesta a la formación profesional en el Ecuador]";2019;Scopus;RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao;2019;E18;;14;25;11;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066012943&partnerID=40&md5=1406015b20b38d4392a72b255eeada1a;;;;"Distance education; Information technology; Training; Workers’ education";;;Associacao Iberica de Sistemas e Tecnologias de Informacao;16469895;;Spanish;Rev. Iberica Sist. Tecnol. Inf.;Article;;Scopus
"Stashans A.; Chamba G.; Pinto H.";"Stashans, Arvids (7004506419); Chamba, Gaston (23468753100); Pinto, Henry (7006792254)";"7004506419; 23468753100; 7006792254";Electronic structure, chemical bonding, and geometry of pure and Sr-doped CaCO3;2008;Scopus;Journal of Computational Chemistry;29;3;;343;349;6;10.1002/jcc.20777;13;https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349158382&doi=10.1002%2fjcc.20777&partnerID=40&md5=d3384f243e69fcda7953d553b31afe51;;;;"CaCO<sub>3</sub>; DFT method; Molecular orbital theory; Sr-doping; Structural and electronic properties";;;;1096987X;;English;J. Comput. Chem.;Article;;Scopus
"Toledo E.; Ochoa-Jiménez D.; Bravo D.; Contreras M.; Tituaña-Castillo M.";"Toledo, Elisa (57188830084); Ochoa-Jiménez, Diego (57004931100); Bravo, Diana (57212491720); Contreras, Mario (57208722387); Tituaña-Castillo, María (57200195059)";"57188830084; 57004931100; 57212491720; 57208722387; 57200195059";"Electronic waste management in Ecuador: an analysis based on its determinants; [Gestión de residuos electrónicos en Ecuador: un análisis a partir de sus determinantes]";2022;Scopus;Iberian Conference on Information Systems and Technologies, CISTI;2022-June;;;;;;10.23919/CISTI54924.2022.9820460;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134845448&doi=10.23919%2fCISTI54924.2022.9820460&partnerID=40&md5=6166671a2156485d5b2a04b13e7a834b;Departamento de Economía, Universidad Técnica Particular de Loja, Loja, Ecuador;;;"Ecuador; Electrical and electronic waste; Households; LOGIT";;;IEEE Computer Society;21660727;978-989333436-2;Spanish;Iberian Conf. Inf. Syst. Technol., CISTI;Conference paper;;Scopus
"Pineda E.; García-Ruiz M.J.; Guaya D.; Manrique J.; Osorio F.";"Pineda, Edgar (57218588964); García-Ruiz, María J. (56015108700); Guaya, Diana (55102808100); Manrique, John (57218589530); Osorio, Francisco (56992594800)";"57218588964; 56015108700; 55102808100; 57218589530; 56992594800";Elimination of total coliforms and Escherichia coli from water by means of filtration with natural clays and silica sand in developing countries;2021;Scopus;Environmental Geochemistry and Health;43;1;;195;207;12;10.1007/s10653-020-00623-1;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089685509&doi=10.1007%2fs10653-020-00623-1&partnerID=40&md5=8d6bfc7189a3c736c8f1fecc86e12336;;;;"Ceramic material; Drinking water treatment; Filtration; Natural clays; Piloting system";;;Springer Science and Business Media B.V.;2694042;;English;Environ. Geochem. Health;Article;;Scopus
"Kloos C.D.; Alario-Hoyos C.; Fernández-Panadero C.; Estévez-Ayres I.; Muñoz-Merino P.J.; Cobos R.; Moreno J.; Tovar E.; Cabedo R.; Piedra N.; Chicaiza J.; López J.";;"56997681300; 35179059300; 36863170200; 57198802287; 15136847800; 6507633248; 57192544085; 7006312550; 57190816402; 57197836159; 56535509300; 57212786213";EMadrid project: MOOCs and learning analytics;2016;Scopus;2016 International Symposium on Computers in Education, SIIE 2016: Learning Analytics Technologies;;;7751870;;;;10.1109/SIIE.2016.7751870;7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006790066&doi=10.1109%2fSIIE.2016.7751870&partnerID=40&md5=87a8b1329e2278e7d55e4103ed8bd300;;;"Curricula; Education; Educational technology; Teaching; Technology; educational; Higher-level information; learning analytics; Learning process; MOOCs; Peer-review process; Engineering education";"education; educational; learning analytics; MOOCs; technologies";"Regional Government of Madrid, (TIN2014-53199-C3-1-R); Spanish Ministry of Economy and Competiveness, (TIN2014-52129-R); European Commission, EC; Erasmus+, (561533-EPP-1-2015-1-ES-EPPKA2-CBHE-JP, 562080-EPP-1-2015-BE-EPPKA3-PI-FORWARD)";;Institute of Electrical and Electronics Engineers Inc.;;978-150904596-9;English;Int. Symp. Comput. Educ., SIIE: Learn. Anal. Technol.;Conference paper;;Scopus
